facility_id,facility_name,facility_type,region_clean,latitude,longitude,capacity,licence_issue_date_clean,inspection_date_clean,remarks
NAN,"Lamb,-Morton-and-Garcia",,St. George,12.72442,-58.96244,,2023-05-05,2024-11-10,Needs upgrade
#208,Best-Frederick Clinic,Community Health Ctr.,Christ Church,,,358.0,2024-12-25,,
#209,Wilson and Sons Clinic,,St. James,12.88859,-58.73195,33.0,,2018-01-12,Good
HF-0210,Vasquez-PLC (St.),Community Health Ctr.,St. John,13.26684,-58.75149,193.0,2022-02-08,2021-01-22, 
00211,Marquez-Rodgers Infirmary,Polyclinic,St.James,,,260.0,,,Follow-up 2023
NAN,Garcia-Singleton Health Centre (st.),CHC,St. Lucy,,,,2018-08-02,2019-02-02,
AE7F62,Jones-Griffith 🏥,,St. Andrew,,,19.0,2018-12-22,2019-03-07,
NAN,Cervantes Ltd,Clinic🌡️,St. Michael,-59.27196,13.07802,20.0,2025-01-07,,Reinspection due
215,Bautista-Wilson Health Centre,Polyclinic 🏥,St. Lucy,,,,2020-09-17,,Follow-up 2023
216,Jackson-Gordon Health Centre (St.),Community Health Centre,St. Andrew,12.96594,-59.00658,,2023-05-20,2023-11-27,
#217,Cummings-Todd Infirmary,Health Ctr.,Christ Church,12.92895,-58.84986,,,,Needs upgrade
61BE3B,Lee-Smith,,St. Lucy,13.13954,-59.07544,,2022-12-12,2018-06-23,
NAN,Rivera LLC,Health Centre,St. Lucy,,,6.0,,2019-03-24,♥
HF-0220,Simmons Ltd Hospital,Community Health Ctr.,St. Joseph,-58.90684,13.17857,,,, 
NAN,"King, Wade and Barker Polyclinic",Health Centre,St.Lucy,12.735277777777776,-58.83305555555556,312.0,2022-07-12,2021-08-26,-
00222,"Moore,-Thomas-and-Mcfarland Hosp. (St.)",Clinic🌡️,St. George,,,,2018-03-18,2024-03-20,Needs upgrade
#223,Becker-Fernandez Medical Center (ST.),,St. Peter,12.84023,-58.73843,495.0,,2023-12-18,
00224,Ramos-Ingram Medical Center (ChristChurch),Community Health Centre,Christchurch,,,72.0,2022-05-15,2024-02-26,Follow-up 2023
00225,"Hall, Lane and Hall Hospital (Christ)",Hospital,Christ Church,-58.73607,13.11419,,2021-03-14,2019-11-26, 
00225,"Hall, Lane and Hall Hosp. (Christ)",Hospital,Christ Church,-58.73607,13.11419,,2021-03-14,2019-11-26, 
NAN,Hall-Maxwell Hosp.,CHC,St. Lucy,,,331.0,2021-12-12,,
227,Anderson-Osborn Health Centre,Polyclinic 🏥,St. Peter,,,460.0,2025-11-29,2019-08-05,Follow-up 2023
NAN,Nelson Ltd Hospital (St.),Clinic,St. Joseph,,,298.0,2017-01-03,,Follow-up 2023
#229,Palmer Group Polyclinic (St),Hospital,St Peter,13.07905,-58.86479,,2016-02-12,2023-07-24,Needs upgrade
229,Palmer Group Polyclinic (St),Hospital,St Peter,13.07905,-58.86479,,2016-02-12,2023-07-24,Needs upgrade
C9CF95,"Patterson, Johnson and Richards",Clinic🌡️,St Peter,13.004722222222222,-58.72027777777778,395.0,2020-10-23,,Reinspection due
231,"Oliver,-Henderson-and-Allen Hospital",Community Health Centre,St. James,,,103.0,,2024-07-20,Good
NAN,"Smith, Briggs and Vasquez Hospital (St.)",Polyclinic,St. Lucy,12.959444444444443,-58.918055555555554,,2016-08-06,2022-02-27,♥
HF-0233,Ruiz PLC Infirmary (CHRIST),Hosp.,Christ Church,,,,,2019-08-30,-
HF-0234,Thomas Ltd Polyclinic,Polyclinic 🏥,St. George,,,197.0,2019-01-11,2019-09-03,♥
#235,Daniel PLC Health Centre,Community Health Ctr.,St. Joseph,12.966388888888888,-58.885555555555555,,,,Needs upgrade
00236,"Schaefer, Sanders and Wilson Infirmary",Hospital,St. Michael,,,55.0,2022-01-12,2018-04-14, 
#237,Stephenson Inc Clinic (ST.),,St. Andrew,13.193055555555556,-59.141666666666666,,2016-01-06,2023-11-28,-
398A27,Foster-Jones Infirmary (St.)©,Community Health Ctr.,St. John,12.84998,-59.06339,160.0,2022-10-07,2021-06-05,Reinspection due
HF-0239,"Henry, Sharp and Mcguire Health Centre (ST.)",Clinic🌡️,St. John,12.94138888888889,-58.719722222222224,393.0,2025-02-22,2024-09-01,Reinspection due
NAN,Vasquez-Deleon,Hospital,St. Michael,12.7327,-58.82951,268.0,,2023-05-22,♥
NAN,"Smith, Norris and Mejia Health Centre (St.)",,St. George,-59.22512,13.24146,,,2023-12-22,Needs upgrade
NAN,Wood Ltd Medical Center (ST.),CHC,St. Lucy,13.017222222222223,-58.934999999999995,282.0,2016-08-23,,Reinspection due
NAN,Montgomery-Martinez Hosp. (St.Lucy),Hospital,St.Lucy,,,75.0,2024-11-08,2018-11-20,♥
#244,Ibarra-Neal Clinic,Polyclinic,St.Joseph,13.284444444444444,-58.835,,2019-12-19,, 
#244,Ibarra-Neal Clin.,Polyclinic,St.Joseph,13.284444444444444,-58.835,,2019-12-19,, 
HF-0245,"Wilkins, Dominguez and Guerra",Health Centre,St.Lucy,,,220.0,,,Reinspection due
00246,"White, Townsend and Green Infirmary",,St. George,,,,,2021-06-12,-
A11EB6,Smith and Sons Hosp. (St),,St Joseph,13.15369,-59.04266,,2024-02-24,,-
248,Love-Brown (St.Joseph),,St.Joseph,13.26737,-58.81105,46.0,2025-06-11,2020-12-11,♥
249,Blackburn-Garrett Hospital,CHC,Christ Church,13.06359,-59.18586,42.0,2020-11-02,2018-02-11,♥
NAN,Perkins-Avila (St.Michael),Community Health Centre,St.Michael,-59.16118,13.27394,429.0,2016-12-09,2021-03-11,
251,Davis LLC Polyclinic (St.),Health Centre,St. James,-59.19373,12.91238,378.0,2020-10-19,2024-11-26,Good
252,Hernandez and Sons Hosp. (St),Community Health Centre,St James,,,,2025-12-01,,
#253,"Mcknight, Allen and Horton",Clinic,St. Joseph,-59.10141,13.24397,,2022-09-27,2022-08-24,Good
NAN,"Gonzalez, Smith and Davis 🏥 (st.)",Community Health Ctr.,St. Peter,,,,2023-08-10,,♥
#255,Walker-Bell Infirmary,Clinic🌡️,St. Lucy,,,,2019-01-02,2020-12-11,♥
NAN,Hicks PLC Hosp.,,St. Michael,-58.98017,13.03068,340.0,2023-02-12,2022-01-01,♥
NAN,"Sanders, Hughes and Lawson Infirmary (St.Peter)",Health Ctr.,St.Peter,,,253.0,,2019-10-22,Follow-up 2023
HF-0258,Russell-Castro Clinic (St),Health Ctr.,St James,13.00458,-58.76347,,2025-06-10,,
NAN,"Gordon, Cooley and Day Hosp.",Health Ctr.,Christ Church,-59.06767,12.73528,484.0,2019-06-25,2019-08-24,Follow-up 2023
HF-0260,Weaver-Hoover Medical Center (ST.),Community Health Ctr.,St. James,13.176944444444445,-58.76833333333333,36.0,2023-08-08,2025-04-12,
00261,Sherman-Pennington Medical Center (St.),Clinic🌡️,St. Peter,12.709999999999999,-58.868611111111115,295.0,,2025-07-07,
00262,Daugherty and Sons,Community Health Centre,Nhoj .Ts,12.80819,-58.79169,420.0,,2020-11-20,-
#263,Morgan-Monroe (ST.),Health Centre,St. Michael,12.993055555555555,-59.035555555555554,285.0,2024-05-15,2025-02-15,Follow-up 2023
263,Morgan-Monroe (ST.),Health Centre,St. Michael,12.993055555555555,-59.035555555555554,285.0,2024-05-15,2025-02-15,Follow-up 2023
HF-0264,"Johnson, Berg and Boone Infirmary (st.)",Clinic🌡️,St. Michael,13.097777777777779,-58.793055555555554,,2025-09-15,2020-09-02,
HF-0264,"Johnson, Berg and Boone Infirmary (st.)",Clinic🌡️,St. Michael,13.097777777777779,-58.793055555555554,,2025-09-15,2020-09-02,
HF-0265,Fletcher Ltd Polyclinic,Community Health Ctr.,St.George,,,374.0,2020-09-04,2024-01-07,Follow-up 2023
266,"Chambers, Gray and Brooks",Community Health Centre,St Lucy,12.887777777777778,-59.044999999999995,193.0,2020-09-16,2023-02-02, 
NAN,Williams-Bailey Medical Center,Hospital,St. John,,,290.0,2025-09-29,2021-04-27,
00268,Lane-Hughes Hospital (st.),Polyclinic,St. Michael,-58.99185,13.22022,130.0,2025-01-29,,Needs upgrade
269,"Harrell, Walker and Mcintyre Hosp. (St.)",Community Health Centre,St. James,,,481.0,,2020-04-05,Needs upgrade
NAN,Butler-Miller Polyclinic,Community Health Ctr.,St. George,,,,,2022-09-19,Needs upgrade
BFA6E8,Thompson-Riley Polyclinic,,St. Peter,12.90892,-58.74688,266.0,,2023-01-12,Needs upgrade
HF-0272,French Group (St.),Polyclinic,St. Lucy,-59.05786,13.18418,234.0,,2021-05-27, 
00273,"Joyce,-Williams-and-Rodriguez Hospital",CHC,St. Peter,13.02106,-58.75282,350.0,2023-11-22,,Good
NAN,"Calderon, George and Gonzales Medical Center",Community Health Centre,Christ Church,12.84039,-59.16396,140.0,2016-07-12,,Reinspection due
NAN,"Calderon, George and Gonzales Medical Center",Community Health Centre,Christ Church,12.84039,-59.16396,140.0,2016-07-12,,Reinspection due
NAN,"Johnson,-Thomas-and-Floyd Infirmary",Community Health Centre,St.John,12.92674,-59.17478,,,2021-12-23,♥
7C888A,White LLC Clinic,Clinic🌡️,St. Andrew,-58.70947,13.20439,20.0,,,Good
277,Marsh-Villegas,Community Health Centre,St. George,13.021666666666668,-59.02722222222222,,,2018-09-17,Needs upgrade
HF-0278,"Craig,-Johnson-and-Boyd Medical Center",Clinic🌡️,St. Joseph,12.93976,-58.70731,,2022-02-01,,
NAN,Rodriguez LLC (St.),Health Ctr.,St. Lucy,,,347.0,2019-05-09,2023-12-15,Reinspection due
00280,"Preston, Weaver and Fernandez Polyclinic (ST.)",Polyclinic,St. Peter,12.91989,-58.79941,,,2024-09-24,
00281,"Lynch, Jones and Estrada Infirmary",Hospital,St. James,12.847222222222223,-59.26638888888889,420.0,,2019-07-20,♥
00282,Black-Clayton Medical Center (St.Joseph),Health Centre,St.Joseph,13.185555555555556,-59.24444444444445,,2024-02-26,,
NAN,"Estrada-Group 🏥 (ST.)
NewLine",Polyclinic,St. John,-58.79374,12.8738,159.0,2024-08-20,2023-05-20,
#284,Martinez Group Clinic💊,,Christchurch,,,347.0,,2025-01-17, 
NAN,Bowman-Nash 🏥,Clinic🌡️,St. Peter,13.14339,-59.17059,424.0,,,Needs upgrade
286,"Johnson, Buchanan and Bowen Medical Center",,St.Joseph,12.81328,-58.94984,437.0,,,Reinspection due
#287,Tanner Ltd Medical Center,Polyclinic,St. Peter,12.75284,-58.93762,170.0,2016-11-13,2023-05-11,Reinspection due
#287,Tanner Ltd Medical Center,Polyclinic,St. Peter,12.75284,-58.93762,170.0,2016-11-13,2023-05-11,Reinspection due
8ECBF5,"Boyd,-Davis-and-Elliott Medical Center©",Polyclinic 🏥,St Peter,,,146.0,,2024-06-01,Needs upgrade
289,"Carpenter,-Russell-and-Oliver Infirmary (St)",Hospital,St James,,,,,2018-12-24,
NAN,Estes-Cobb (St.),,St. Andrew,13.19888888888889,-58.93138888888889,113.0,,,♥
HF-0291,Clark-Kelly 🏥 (St.),Health Centre,St. Joseph,12.9562,-58.82999,363.0,2019-04-29,,Needs upgrade
292,Garcia LLC Hosp.,Polyclinic 🏥,St.Andrew,,,349.0,2019-09-15,,Reinspection due
989D88,Fisher-Salazar Health Centre,Health Ctr.,St. Michael,,,,2024-05-13,,Follow-up 2023
NAN,Murphy-Rodriguez Polyclinic,Community Health Centre,St. George,,,382.0,2016-06-10,,Reinspection due
295,Ferguson Ltd (St.Andrew),Clinic,St.Andrew,13.16606,-58.76883,306.0,,,-
296,"Choi,-Castillo-and-Baldwin Polyclinic💊",,St. James,,,,,,Follow-up 2023
#297,Hill-Turner Health Centre,Hospital,St. Lucy,,,90.0,2025-09-21,2021-06-03,Follow-up 2023
HF-0298,"Stewart, Raymond and Mack Hosp.",Clinic🌡️,St. Michael,13.17489,-58.85732,133.0,,2022-09-07,-
NAN,"David, Harris and Jacobson",Health Centre,St.Joseph,,,,,,Needs upgrade
00300,Collins Group Clinic (ST.),Health Ctr.,St. Lucy,12.96906,-59.24064,,2019-02-06,,♥
NAN,Nelson-Inc Infirmary (christ),Clinic,Christ Church,-58.82883,13.09784,366.0,2016-04-05,2023-12-10,Reinspection due
00302,Wilson Inc Medical Center (Christ),Hospital,Christ Church,13.067777777777778,-58.92166666666667,231.0,,2020-11-27,
NAN,Calhoun-Gibbs Medical Center (St.),Hospital,St. Joseph,,,124.0,,2025-07-27, 
HF-0304,Fritz Inc Polyclinic,Community Health Ctr.,St. Michael,,,,2017-01-29,2022-01-16,Reinspection due
89D929,Arnold LLC Clinic,,St. Peter,12.87689,-58.97436,105.0,2019-11-25,2023-07-06,Good
89D929,Arnold LLC Clin.,,St. Peter,12.87689,-58.97436,105.0,2019-11-25,2023-07-06,Good
00306,"Jacobs, Sanchez and Hutchinson Infirmary (St.)",Polyclinic 🏥,St. Peter,-58.78773,13.03776,2.0,2016-01-29,2018-03-19,-
E4FA0A,"Wilson, Brock and Silva Infirmary (St.Joseph)",Polyclinic 🏥,St.Joseph,,,213.0,,,
HF-0308,Snyder-Reyes Infirmary,Community Health Ctr.,St. Andrew,,,,,2025-12-22,
F9DF2F,"Baker, Adams and Lin Medical Center",,St. Andrew,13.278055555555556,-59.04694444444444,151.0,,2018-10-06,
NAN,Montgomery-Nichols,Clinic🌡️,St. Michael,,,,2024-03-24,2022-12-10, 
NAN,Moses and Sons Infirmary,Health Ctr.,St.Joseph,-59.29708,13.06104,,,,-
312,"Goodman, Hayes and Miller (ST.)",Hosp.,St. John,,,436.0,,2020-04-24,♥
313,"Aguilar, West and White",Health Ctr.,St. Peter,12.86355,-58.80355,,2020-08-15,2019-08-09,-
00314,Garcia Ltd Clinic,CHC,St. George,13.04153,-59.22229,,2020-10-26,2023-10-26,
#315,Green-Chen Medical Center (st.),,St. Michael,13.014722222222222,-58.87555555555556,141.0,,,
NAN,"Harrington,-Carrillo-and-Tucker",Community Health Centre,St Andrew,,,10.0,2022-06-14,2023-10-14,
317,"Rivera,-Hernandez-and-Murphy (St.)",Community Health Centre,St. Joseph,,,12.0,2023-06-22,,Needs upgrade
HF-0318,Gomez-Brown,Health Ctr.,St. George,,,327.0,,2022-06-10,♥
NAN,"Gross, Robbins and Jones Polyclinic",,Christ Church,12.924444444444443,-59.07694444444445,,2020-02-15,2019-10-09, 
HF-0320,"Holmes, Salas and Townsend 🏥 (St.)",Polyclinic,St. Michael,12.97568,-58.85621,,2024-10-10,,Reinspection due
HF-0321,Wade LLC Polyclinic©,CHC,St. Lucy,,,68.0,2021-02-09,,
00322,Livingston-Lewis,,St.Michael,12.795,-59.11138888888889,131.0,2023-10-11,2020-09-08,Needs upgrade
NAN,Dixon Ltd Polyclinic (Christ),Clinic,Christ Church,12.873611111111112,-59.01138888888889,361.0,,,Reinspection due
F065BC,Parsons PLC Medical Center,CHC,Christ Church,-59.12966,13.13049,412.0,2025-12-30,,
325,Townsend-Pena Infirmary,Health Centre,Christ Church,12.971388888888889,-58.778888888888886,215.0,,2018-06-07, 
326,Bernard-Simpson Health Centre (St.),Health Centre,St. Andrew,13.193055555555556,-58.86222222222222,383.0,2020-03-22,2025-06-17,Needs upgrade
#327,Ellis LLC Health Centre,,St. Peter,,,57.0,2016-03-01,2020-08-14,
NAN,"Russell,-Benitez-and-Waters Hospital (St)",,St James,,,214.0,,,-
NAN,"Nelson, Tucker and Estes",CHC,Nhoj .Ts,-59.29983,12.91303,127.0,2020-07-19,2024-08-30,Reinspection due
HF-0330,Wilson-Zavala Infirmary,Health Centre,St. John,-59.13034,13.29299,,2019-03-27,2024-06-02,Follow-up 2023
HF-0330,Wilson-Zavala Infirmary,Health Centre,St. John,-59.13034,13.29299,,2019-03-27,2024-06-02,Follow-up 2023
NAN,"Boone, Shah and Johnson Hospital",Clinic,St. Lucy,-59.26902,12.99429,,,,
00332,"Johnson, Park and Calderon Clinic (St.)✨",Polyclinic,St. John,12.91425,-59.24324,,,,
NAN,Cooper-Brewer (St.Lucy),Health Ctr.,St.Lucy,12.87089,-59.05019,6.0,2016-05-29,2023-05-24, 
B9AD32,"Martinez, Mendoza and Horton Infirmary",Health Centre,St. Lucy,-58.71866,13.06736,,,2025-12-30,Good
2E45C5,"Payne, Ware and Liu Hospital (ST.)",Health Ctr.,St. John,,,,2023-07-11,2025-04-26,Good
37666A,Hall Group Infirmary (ST.),,St. John,13.145833333333332,-58.89138888888889,294.0,,,
DECDE8,Simmons-Washington (St.),,St. John,,,455.0,,,Follow-up 2023
DECDE8,Simmons-Washington (St.),,St. John,,,455.0,,,Follow-up 2023
338,Moreno PLC (hcruhC),Polyclinic,Christ Church,13.00152,-59.00327,,2017-03-10,2024-09-25,Good
339,Gilbert-Phillips Polyclinic (St.),Community Health Centre,St. Joseph,,,65.0,2019-12-29,2024-07-06,Needs upgrade
#340,Odom-Inc 🏥,Hosp.,Christ Church,12.81452,-59.20638,127.0,2019-04-13,2020-04-21,Needs upgrade
HF-0341,"Harper, Russell and Manning Polyclinic (St.)",Health Centre,St. Lucy,12.87241,-59.07582,102.0,,2020-11-09,Reinspection due
9C0C31,"Baldwin,-Anderson-and-Dodson Infirmary",Polyclinic 🏥,St. Joseph,,,103.0,2020-09-16,,♥
9C0C31,"Baldwin,-Anderson-and-Dodson Infirmary",Polyclinic 🏥,St. Joseph,,,103.0,2020-09-16,,♥
64F55A,Hudson-Perez Medical Center,Community Health Centre,St. Lucy,,,462.0,2017-03-10,2022-06-15,Good
NAN,"Neal, Lopez and Madden Hospital",,St George,,,,2018-08-24,,♥
NAN,Perez-Evans Polyclinic (St.Andrew),,St.Andrew,13.17215,-58.75235,,2019-08-03,2018-12-31,♥
ABFC47,Klein PLC Medical Center (St.)©,Hospital,St. John,,,,,, 
HF-0347,Barrett-Simpson Medical Center,Community Health Centre,St Michael,12.86586,-58.71558,,2023-09-03,, 
00348,Carr-Prince Polyclinic,Hosp.,St. George,13.13197,-58.81592,258.0,2020-01-07,,
FE4690,Dominguez Group 🏥,,St. Michael,-58.89261,13.12535,108.0,2024-11-12,2025-06-01,-
350,Martinez-Foster Health Centre,Hosp.,St John,-59.11038,12.70656,,,2022-01-17,
NAN,Butler-Young,Health Ctr.,St. George,,,204.0,2021-11-08,,Good
68CDDD,Whitney LLC Medical Center,Hospital,St. Lucy,12.825277777777778,-59.04472222222222,331.0,,2025-11-20,
00353,"Graves, Carlson and Thomas 🏥 (St.)",Community Health Ctr.,St. Lucy,,,4.0,2017-02-11,2021-12-26,-
00353,"Graves, Carlson and Thomas 🏥 (St.)",Community Health Ctr.,St. Lucy,,,4.0,2017-02-11,2021-12-26,-
D9FB65,"Sanchez, Solis and Mercado Health Centre",,St. John,,,256.0,2017-11-30,2020-12-26, 
NAN,Palmer-Williams Hospital,Health Centre,St. Peter,,,258.0,,2019-05-18, 
356,"Carey, Fields and Kelly Infirmary (Christ)",Clinic🌡️,Christ Church,,,,2021-04-12,2019-07-22,
NAN,"Brooks Inc 🏥
NewLine",Community Health Ctr.,St. Joseph,,,372.0,,2022-09-10,-
#358,Galvan-and-Sons Health Centre,,St. Andrew,,,,2016-12-22,,
04C0BE,Cantrell LLC (St),Community Health Centre,St Andrew,12.742222222222221,-58.85305555555556,,2017-12-28,2022-02-26, 
#360,Nguyen Ltd (St.),Hosp.,St. John,12.838,-58.90976,,2020-08-10,2021-11-16,Needs upgrade
430D44,Hoover-Kelley Hosp.,Health Centre,Christ Church,,,,2017-10-05,,Reinspection due
B7604E,"Johnson, Reed and Thompson (ST.)",Community Health Centre,St. George,,,,2021-06-15,2025-09-29,Reinspection due
NAN,Harrell-Jones Health Centre (St.),CHC,St. John,12.95082,-59.14681,429.0,2023-08-18,2020-10-07, 
NAN,Harrell-Jones Health Centre (St.),CHC,St. John,12.95082,-59.14681,429.0,2023-08-18,2020-10-07, 
HF-0364,Collins Ltd Medical Center (Christ),Clinic,Christ Church,,,186.0,2024-06-01,2020-01-11, 
NAN,"Spencer-Scott Polyclinic
NewLine",Health Ctr.,St Michael,,,164.0,2022-09-04,2018-04-17,♥
NAN,"Greene, Steele and Kline Polyclinic",Clinic🌡️,St. John,-59.08017,13.13039,349.0,2022-01-22,2024-03-24, 
00367,"Harrison, Zuniga and Smith",Community Health Ctr.,St. George,-59.09358,12.98796,,,,Reinspection due
HF-0368,"Ruiz, Harris and Chavez Infirmary",Health Ctr.,St. Lucy,,,,2017-06-18,2018-05-19,
369,Taylor LLC Health Centre💊,Community Health Centre,St. George,-59.21881,13.01465,429.0,2021-08-18,2019-12-14,Good
#370,"Montgomery, Taylor and Riggs",Clinic🌡️,St. Peter,13.14215,-58.97339,367.0,,,♥
NAN,Jackson-Evans Polyclinic (St.)✨,CHC,St. George,,,,2021-04-27,2025-06-08,♥
NAN,Collins-Barrett Clinic (nhoJ),Polyclinic 🏥,Nhoj .Ts,12.94877,-59.23933,468.0,,2018-04-15,Needs upgrade
#373,Lopez Ltd Medical Center (ST.),,St. John,,,461.0,,, 
NAN,"Hernandez, Turner and Hoffman Infirmary",Community Health Ctr.,St. Peter,12.91991,-59.29702,,,2025-03-23, 
NAN,"Hernandez, Turner and Hoffman Infirmary",Community Health Ctr.,St. Peter,12.91991,-59.29702,,,2025-03-23, 
NAN,Henderson-PLC (St.),Polyclinic,St. Lucy,12.96951,-59.23221,460.0,2022-07-25,2020-01-19,♥
7C07F5,"Johnson, Fowler and Lowe Polyclinic (ST.)",Hosp.,St. Joseph,-58.73284,12.82147,424.0,2019-12-04,2023-08-19,Needs upgrade
NAN,Owens-Rush Infirmary,CHC,Christ Church,,,374.0,,,Needs upgrade
#378,Stewart Inc Polyclinic,,St. Joseph,-58.78617,13.23283,363.0,2018-03-23,2024-12-23,-
NAN,Zavala-Wood Hosp.,Clinic,St. Lucy,-58.84276,13.28238,466.0,2020-08-10,2018-08-03,-
380,Mason-Wood Medical Center (ST.),Health Centre,St. Michael,13.180277777777777,-58.735,205.0,2017-04-29,2019-03-13,Follow-up 2023
381,Gross-LLC Health Centre,Community Health Ctr.,St. John,12.89431,-58.93042,77.0,,,Good
#382,"Morgan, Mcmahon and Yates (St)",Health Centre,St Michael,,,36.0,2021-11-01,2022-05-11,♥
383,Smith Inc Polyclinic,Hosp.,St. Joseph,13.29661,-58.94283,,2017-11-19,2024-05-15,Good
NAN,Villarreal Inc 🏥 (St.George),Polyclinic,St.George,12.953888888888889,-59.29388888888889,250.0,2020-07-12,, 
#385,Wallace LLC Polyclinic,Community Health Ctr.,St. Peter,12.7154,-58.90931,109.0,,2018-10-31,Good
#386,"Singh,-Patel-and-Taylor Polyclinic",Hospital,St.Lucy,12.71167,-59.16474,,,,
NAN,"Owen, Washington and Hayes (St.Peter)",CHC,St.Peter,12.78716,-58.77166,68.0,,2023-11-30,Reinspection due
NAN,Rodriguez Group Clinic,Health Ctr.,St Michael,,,,,,
NAN,Rodriguez Group Clin.,Health Ctr.,St Michael,,,,,,
389,Kelly Inc,Community Health Ctr.,St. Lucy,13.10467,-58.78403,,2024-06-09,,
390,Frazier Group Polyclinic (st.),Community Health Centre,St. James,,,330.0,,2020-01-29,Follow-up 2023
00391,Gonzalez-Riley Infirmary💊,Polyclinic 🏥,St.Andrew,,,,2017-02-28,2020-08-21,Good
00391,Gonzalez-Riley Infirmary💊,Polyclinic 🏥,St.Andrew,,,,2017-02-28,2020-08-21,Good
NAN,"Long, King and Case Health Centre (st.)",Clinic🌡️,St. Joseph,,,498.0,,2024-10-31,Good
#393,"Collins, Jenkins and Gates",Polyclinic,St. Peter,13.18682,-59.14101,116.0,2020-08-29,2023-05-11,Needs upgrade
HF-0394,"Turner, Holt and Gardner",Hospital,St. Andrew,12.807500000000001,-58.99055555555556,,,2024-09-01,♥
HF-0395,Moore-Fuller Hosp.,Community Health Ctr.,Christ Church,13.074722222222222,-58.836666666666666,268.0,,,Needs upgrade
#396,Alvarez-Anderson,Polyclinic 🏥,St. Lucy,,,56.0,2024-07-16,2021-08-24,Good
396,Alvarez-Anderson,Polyclinic 🏥,St. Lucy,,,56.0,2024-07-16,2021-08-24,Good
397,"Gibson, Jordan and Novak Infirmary (St)",Hospital,St Michael,-59.01513,13.2471,,2021-03-12,2019-11-23,
NAN,"Taylor, Rodriguez and Anderson Medical Center (St.)",Polyclinic,St. Lucy,13.2601,-59.25934,,2020-05-02,, 
HF-0399,"Rangel, Blankenship and Farrell Polyclinic",Clinic,St. Peter,,,132.0,,,
00400,Thompson-Griffin Hospital (st.),Hospital,St. James,12.78303,-59.18439,,2019-11-21,2020-06-04,Reinspection due
HF-0401,Short LLC (St.),CHC,St. Peter,13.260833333333334,-59.04527777777778,159.0,,2023-07-04, 
#402,"Wilson-Jones (Christ)
NewLine",Polyclinic,Christ Church,,,66.0,2019-03-15,,Needs upgrade
HF-0403,"Evans,-Davis-and-Todd Clinic (ST.)",CHC,St. John,12.7174,-59.19067,,2016-07-24,,
HF-0403,"Evans,-Davis-and-Todd Clin. (ST.)",CHC,St. John,12.7174,-59.19067,,2016-07-24,,
NAN,Jackson-Gray (ChristChurch),Community Health Ctr.,Christchurch,,,92.0,,2022-08-15,-
HF-0405,Adams Inc Hosp. (ST.),Polyclinic,St. Andrew,,,,2020-06-01,2025-05-25,♥
NAN,"Haas, Collins and Paul Polyclinic (st.)",Health Centre,St. James,12.725555555555555,-58.895833333333336,342.0,2022-12-14,2023-08-30, 
00407,Fletcher and Sons✨,,St. John,12.80185,-58.89234,283.0,2021-04-17,2018-07-17,♥
#408,Hall-Jones Health Centre,CHC,St. Lucy,,,397.0,2017-10-05,2022-12-05,Reinspection due
NAN,"Rios, Ramirez and Miller Health Centre",Hosp.,St.Peter,,,,2019-06-12,2024-11-07,Reinspection due
00410,"Peterson, Wells and Berry",Clinic🌡️,St.Peter,13.19612,-59.02761,121.0,2020-08-17,,Reinspection due
411,Wallace-Greene Hosp. (st.),,St. James,13.237777777777778,-58.837500000000006,,2017-10-03,2022-11-25,-
NAN,Perez-Morton Medical Center (Christ),Polyclinic,Christ Church,-58.75693,12.83845,,2022-06-03,,Needs upgrade
